"time","p_L","p_A","p_M","pi_t","avg_vulnerability","n_disasters","disaster_severity","n_migrations","scenario","replication"
120,0.07,0.73,0.2,0.0159063917118147,0,2,0,0,"High Risk, Low Adaptation",1
121,0.07,0.73,0.2,0.00912563738918052,0,2,0,0,"High Risk, Low Adaptation",1
122,0.07,0.73,0.2,0.00912563738918052,0,2,0,0,"High Risk, Low Adaptation",1
123,0.06,0.74,0.2,0.00912563738918052,0,2,0,0,"High Risk, Low Adaptation",1
124,0.05,0.75,0.2,0.00757724126786081,0,2,0,0,"High Risk, Low Adaptation",1
125,0.08,0.72,0.2,0.00628990213689248,0,2,0,0,"High Risk, Low Adaptation",1
126,0.09,0.71,0.2,0.0109869426305932,0,2,0,0,"High Risk, Low Adaptation",1
127,0.07,0.73,0.2,0.0132228217523051,0,2,0,0,"High Risk, Low Adaptation",1
128,0.07,0.73,0.2,0.00912563738918052,0,2,0,0,"High Risk, Low Adaptation",1
129,0.08,0.72,0.2,0.00912563738918052,0,2,0,0,"High Risk, Low Adaptation",1
130,0.08,0.72,0.2,0.0109869426305932,0,2,0,0,"High Risk, Low Adaptation",1
131,0.11,0.69,0.2,0.0109869426305932,0,2,0,0,"High Risk, Low Adaptation",1
132,0.14,0.66,0.2,0.0191240367508889,0,2,0,0,"High Risk, Low Adaptation",1
133,0.09,0.71,0.2,0.0330859783887041,0,2,0,0,"High Risk, Low Adaptation",1
134,0.07,0.73,0.2,0.0132228217523051,0,2,0,0,"High Risk, Low Adaptation",1
135,0.07,0.73,0.2,0.00912563738918052,0,2,0,0,"High Risk, Low Adaptation",1
136,0.07,0.73,0.2,0.00912563738918052,0,2,0,0,"High Risk, Low Adaptation",1
137,0.12,0.68,0.2,0.00912563738918052,0,2,0,0,"High Risk, Low Adaptation",1
138,0.09,0.71,0.2,0.0229773699100256,0,2,0,0,"High Risk, Low Adaptation",1
139,0.11,0.69,0.2,0.0132228217523051,0,2,0,0,"High Risk, Low Adaptation",1
140,0.12,0.68,0.2,0.0191240367508889,0,2,0,0,"High Risk, Low Adaptation",1
141,0.12,0.68,0.2,0.0229773699100256,0,2,0,0,"High Risk, Low Adaptation",1
142,0.1,0.7,0.2,0.0229773699100256,0,2,0,0,"High Risk, Low Adaptation",1
143,0.05,0.75,0.2,0.0159063917118147,0,2,0,0,"High Risk, Low Adaptation",1
144,0.07,0.73,0.2,0.00628990213689248,0,2,0,0,"High Risk, Low Adaptation",1
145,0.08,0.72,0.2,0.00912563738918052,0,2,0,0,"High Risk, Low Adaptation",1
146,0.1,0.7,0.2,0.0109869426305932,0,2,0,0,"High Risk, Low Adaptation",1
147,0.09,0.71,0.2,0.0159063917118147,0,2,0,0,"High Risk, Low Adaptation",1
148,0.07,0.73,0.2,0.0132228217523051,0,2,0,0,"High Risk, Low Adaptation",1
149,0.1,0.7,0.2,0.00912563738918052,0,2,0,0,"High Risk, Low Adaptation",1
150,0.1,0.7,0.2,0.0159063917118147,0,2,0,0,"High Risk, Low Adaptation",1
151,0.09,0.71,0.2,0.0159063917118147,0,2,0,0,"High Risk, Low Adaptation",1
152,0.06,0.74,0.2,0.0132228217523051,0,2,0,0,"High Risk, Low Adaptation",1
153,0.08,0.72,0.2,0.00757724126786081,0,2,0,0,"High Risk, Low Adaptation",1
154,0.08,0.72,0.2,0.0109869426305932,0,2,0,0,"High Risk, Low Adaptation",1
155,0.06,0.74,0.2,0.0109869426305932,0,2,0,0,"High Risk, Low Adaptation",1
156,0.09,0.71,0.2,0.00757724126786081,0,2,0,0,"High Risk, Low Adaptation",1
157,0.08,0.72,0.2,0.0132228217523051,0,2,0,0,"High Risk, Low Adaptation",1
158,0.07,0.73,0.2,0.0109869426305932,0,2,0,0,"High Risk, Low Adaptation",1
159,0.07,0.73,0.2,0.00912563738918052,0,2,0,0,"High Risk, Low Adaptation",1
160,0.09,0.71,0.2,0.00912563738918052,0,2,0,0,"High Risk, Low Adaptation",1
161,0.11,0.69,0.2,0.0132228217523051,0,2,0,0,"High Risk, Low Adaptation",1
162,0.12,0.68,0.2,0.0191240367508889,0,2,0,0,"High Risk, Low Adaptation",1
163,0.11,0.69,0.2,0.0229773699100256,0,2,0,0,"High Risk, Low Adaptation",1
164,0.09,0.71,0.2,0.0191240367508889,0,2,0,0,"High Risk, Low Adaptation",1
165,0.09,0.71,0.2,0.0132228217523051,0,2,0,0,"High Risk, Low Adaptation",1
166,0.07,0.73,0.2,0.0132228217523051,0,2,0,0,"High Risk, Low Adaptation",1
167,0.08,0.72,0.2,0.00912563738918052,0,2,0,0,"High Risk, Low Adaptation",1
168,0.07,0.73,0.2,0.0109869426305932,0,2,0,0,"High Risk, Low Adaptation",1
169,0.03,0.77,0.2,0.00912563738918052,0,2,0,0,"High Risk, Low Adaptation",1
170,0.02,0.78,0.2,0.00433150202056399,0,2,0,0,"High Risk, Low Adaptation",1
171,0.09,0.71,0.2,0.00359360258142009,0,2,0,0,"High Risk, Low Adaptation",1
172,0.08,0.72,0.2,0.0132228217523051,0,2,0,0,"High Risk, Low Adaptation",1
173,0.11,0.69,0.2,0.0109869426305932,0,2,0,0,"High Risk, Low Adaptation",1
174,0.11,0.69,0.2,0.0191240367508889,0,2,0,0,"High Risk, Low Adaptation",1
175,0.07,0.73,0.2,0.0191240367508889,0,2,0,0,"High Risk, Low Adaptation",1
176,0.06,0.74,0.2,0.00912563738918052,0,2,0,0,"High Risk, Low Adaptation",1
177,0.06,0.74,0.2,0.00757724126786081,0,2,0,0,"High Risk, Low Adaptation",1
178,0.1,0.7,0.2,0.00757724126786081,0,2,0,0,"High Risk, Low Adaptation",1
179,0.1,0.7,0.2,0.0159063917118147,0,2,0,0,"High Risk, Low Adaptation",1
180,0.1,0.7,0.2,0.0159063917118147,0,2,0,0,"High Risk, Low Adaptation",1
181,0.13,0.67,0.2,0.0159063917118147,0,2,0,0,"High Risk, Low Adaptation",1
182,0.15,0.65,0.2,0.02758528222679,0,2,0,0,"High Risk, Low Adaptation",1
183,0.12,0.68,0.2,0.03963883910097,0,2,0,0,"High Risk, Low Adaptation",1
184,0.13,0.67,0.2,0.0229773699100256,0,2,0,0,"High Risk, Low Adaptation",1
185,0.11,0.69,0.2,0.02758528222679,0,2,0,0,"High Risk, Low Adaptation",1
186,0.08,0.72,0.2,0.0191240367508889,0,2,0,0,"High Risk, Low Adaptation",1
187,0.11,0.69,0.2,0.0109869426305932,0,2,0,0,"High Risk, Low Adaptation",1
188,0.08,0.72,0.2,0.0191240367508889,0,2,0,0,"High Risk, Low Adaptation",1
189,0.1,0.7,0.2,0.0109869426305932,0,2,0,0,"High Risk, Low Adaptation",1
190,0.07,0.73,0.2,0.0159063917118147,0,2,0,0,"High Risk, Low Adaptation",1
191,0.13,0.67,0.2,0.00912563738918052,0,2,0,0,"High Risk, Low Adaptation",1
192,0.16,0.64,0.2,0.02758528222679,0,2,0,0,"High Risk, Low Adaptation",1
193,0.13,0.67,0.2,0.0474258731775668,0,2,0,0,"High Risk, Low Adaptation",1
194,0.14,0.66,0.2,0.02758528222679,0,2,0,0,"High Risk, Low Adaptation",1
195,0.13,0.67,0.2,0.0330859783887041,0,2,0,0,"High Risk, Low Adaptation",1
196,0.12,0.68,0.2,0.02758528222679,0,2,0,0,"High Risk, Low Adaptation",1
197,0.12,0.68,0.2,0.0229773699100256,0.0636005919046095,3,0.11910059190461,0,"High Risk, Low Adaptation",1
198,0.11,0.69,0.2,0.0229773699100256,0.00879763317853714,3,0,0,"High Risk, Low Adaptation",1
199,0.09,0.71,0.2,0.0191240367508889,0.00109127219642286,3,0,0,"High Risk, Low Adaptation",1
200,0.09,0.71,0.2,0.0132228217523051,0,3,0,0,"High Risk, Low Adaptation",1
1,0.31,0.49,0.2,0.331812227831834,0.338243865038035,0,0,20,"Low Risk, High Adaptation",1
2,0.19,0.48,0.33,0.256831991387519,0.421844549890773,1,0.224825697466312,13,"Low Risk, High Adaptation",1
3,0.11,0.56,0.33,0.170499754006868,0.325641175609426,1,0,0,"Low Risk, High Adaptation",1
4,0.07,0.6,0.33,0.101642670168416,0.226184408541512,1,0,0,"Low Risk, High Adaptation",1
5,0.1,0.57,0.33,0.0774426456619389,0.140082267344783,1,0,0,"Low Risk, High Adaptation",1
6,0.09,0.58,0.33,0.0950280925073071,0.0834925388358236,1,0,0,"Low Risk, High Adaptation",1
7,0.09,0.58,0.33,0.0888014203180575,0.0461055100039281,1,0,0,"Low Risk, High Adaptation",1
8,0.13,0.54,0.33,0.0888014203180575,0.0210002797171342,1,0,0,"Low Risk, High Adaptation",1
9,0.12,0.55,0.33,0.116104238212889,0.0114038179820126,1,0,0,"Low Risk, High Adaptation",1
10,0.12,0.55,0.33,0.108662382154891,0.00617993738499763,1,0,0,"Low Risk, High Adaptation",1
11,0.11,0.56,0.33,0.108662382154891,0.00187931827629028,1,0,0,"Low Risk, High Adaptation",1
12,0.09,0.58,0.33,0.101642670168416,0,1,0,0,"Low Risk, High Adaptation",1
13,0.1,0.57,0.33,0.0888014203180575,0,1,0,0,"Low Risk, High Adaptation",1
14,0.09,0.58,0.33,0.0950280925073071,0,1,0,0,"Low Risk, High Adaptation",1
15,0.13,0.54,0.33,0.0888014203180575,0,1,0,0,"Low Risk, High Adaptation",1
16,0.12,0.55,0.33,0.116104238212889,0,1,0,0,"Low Risk, High Adaptation",1
17,0.12,0.55,0.33,0.108662382154891,0.0128085992030169,2,0.102120897033452,0,"Low Risk, High Adaptation",1
18,0.1,0.57,0.33,0.108662382154891,0.00505199385274339,2,0,0,"Low Risk, High Adaptation",1
19,0.11,0.56,0.33,0.0950280925073071,0.00457257747910978,2,0,0,"Low Risk, High Adaptation",1
20,0.13,0.54,0.33,0.101642670168416,0.00457257747910978,2,0,0,"Low Risk, High Adaptation",1
21,0.12,0.55,0.33,0.116104238212889,0.00457257747910978,2,0,0,"Low Risk, High Adaptation",1
22,0.09,0.58,0.33,0.108662382154891,0.00457257747910978,2,0,0,"Low Risk, High Adaptation",1
23,0.11,0.56,0.33,0.0888014203180575,0.0035278013597068,2,0,0,"Low Risk, High Adaptation",1
24,0.09,0.58,0.33,0.101642670168416,0.0020036088666702,2,0,0,"Low Risk, High Adaptation",1
25,0.07,0.6,0.33,0.0888014203180575,0.00152419249303659,3,0,0,"Low Risk, High Adaptation",1
26,0.09,0.58,0.33,0.0774426456619389,0.00152419249303659,3,0,0,"Low Risk, High Adaptation",1
27,0.09,0.58,0.33,0.0888014203180575,0.00152419249303659,3,0,0,"Low Risk, High Adaptation",1
28,0.07,0.6,0.33,0.0888014203180575,0.00152419249303659,3,0,0,"Low Risk, High Adaptation",1
29,0.07,0.6,0.33,0.0774426456619389,0.000479416373633609,3,0,0,"Low Risk, High Adaptation",1
30,0.05,0.62,0.33,0.0774426456619389,0,3,0,0,"Low Risk, High Adaptation",1
31,0.07,0.6,0.33,0.0674292781885432,0,3,0,0,"Low Risk, High Adaptation",1
32,0.05,0.62,0.33,0.0774426456619389,0,3,0,0,"Low Risk, High Adaptation",1
33,0.08,0.59,0.33,0.0674292781885432,0,3,0,0,"Low Risk, High Adaptation",1
34,0.11,0.56,0.33,0.0829453526748549,0,3,0,0,"Low Risk, High Adaptation",1
35,0.08,0.59,0.33,0.101642670168416,0,3,0,0,"Low Risk, High Adaptation",1
36,0.06,0.61,0.33,0.0829453526748549,0,3,0,0,"Low Risk, High Adaptation",1
37,0.05,0.62,0.33,0.0722762242856455,0,3,0,0,"Low Risk, High Adaptation",1
38,0.06,0.61,0.33,0.0674292781885432,0,3,0,0,"Low Risk, High Adaptation",1
39,0.05,0.62,0.33,0.0722762242856455,0,3,0,0,"Low Risk, High Adaptation",1
40,0.05,0.62,0.33,0.0674292781885432,0,3,0,0,"Low Risk, High Adaptation",1
41,0.05,0.62,0.33,0.0674292781885432,0,3,0,0,"Low Risk, High Adaptation",1
42,0.05,0.62,0.33,0.0674292781885432,0,3,0,0,"Low Risk, High Adaptation",1
43,0.08,0.59,0.33,0.0674292781885432,0,4,0.0513108417094418,0,"Low Risk, High Adaptation",1
44,0.05,0.62,0.33,0.0829453526748549,0,4,0,0,"Low Risk, High Adaptation",1
45,0.07,0.6,0.33,0.0674292781885432,0,4,0,0,"Low Risk, High Adaptation",1
46,0.1,0.57,0.33,0.0774426456619389,0,4,0,0,"Low Risk, High Adaptation",1
47,0.06,0.61,0.33,0.0950280925073071,0,4,0,0,"Low Risk, High Adaptation",1
48,0.02,0.65,0.33,0.0722762242856455,0,4,0,0,"Low Risk, High Adaptation",1
49,0.06,0.61,0.33,0.054642754457994,0,4,0,0,"Low Risk, High Adaptation",1
50,0.09,0.58,0.33,0.0722762242856455,0,4,0,0,"Low Risk, High Adaptation",1
51,0.06,0.61,0.33,0.0888014203180575,0,4,0,0,"Low Risk, High Adaptation",1
52,0.07,0.6,0.33,0.0722762242856455,0,4,0,0,"Low Risk, High Adaptation",1
53,0.05,0.62,0.33,0.0774426456619389,0,4,0,0,"Low Risk, High Adaptation",1
54,0.09,0.58,0.33,0.0674292781885432,0,4,0,0,"Low Risk, High Adaptation",1
55,0.1,0.57,0.33,0.0888014203180575,0.00171757380037898,5,0.0788521111250302,0,"Low Risk, High Adaptation",1
56,0.07,0.6,0.33,0.0950280925073071,0,5,0,0,"Low Risk, High Adaptation",1
57,0.06,0.61,0.33,0.0774426456619389,0,5,0,0,"Low Risk, High Adaptation",1
58,0.08,0.59,0.33,0.0722762242856455,0,5,0,0,"Low Risk, High Adaptation",1
59,0.1,0.57,0.33,0.0829453526748549,0,5,0,0,"Low Risk, High Adaptation",1
60,0.1,0.57,0.33,0.0950280925073071,0,5,0,0,"Low Risk, High Adaptation",1
61,0.1,0.57,0.33,0.0950280925073071,0,5,0,0,"Low Risk, High Adaptation",1
62,0.1,0.57,0.33,0.0950280925073071,0,5,0,0,"Low Risk, High Adaptation",1
63,0.1,0.57,0.33,0.0950280925073071,0,5,0,0,"Low Risk, High Adaptation",1
64,0.08,0.59,0.33,0.0950280925073071,0,5,0,0,"Low Risk, High Adaptation",1
65,0.07,0.6,0.33,0.0829453526748549,0,5,0,0,"Low Risk, High Adaptation",1
66,0.09,0.58,0.33,0.0774426456619389,0,6,0.0628773668598954,0,"Low Risk, High Adaptation",1
67,0.08,0.59,0.33,0.0888014203180575,0,6,0,0,"Low Risk, High Adaptation",1
68,0.1,0.57,0.33,0.0829453526748549,0,6,0,0,"Low Risk, High Adaptation",1
69,0.11,0.56,0.33,0.0950280925073071,0,6,0,0,"Low Risk, High Adaptation",1
70,0.09,0.58,0.33,0.101642670168416,0,6,0,0,"Low Risk, High Adaptation",1
71,0.04,0.63,0.33,0.0888014203180575,0,6,0,0,"Low Risk, High Adaptation",1
72,0.08,0.59,0.33,0.06288534227018,0,6,0,0,"Low Risk, High Adaptation",1
73,0.09,0.58,0.33,0.0829453526748549,0,6,0,0,"Low Risk, High Adaptation",1
74,0.13,0.54,0.33,0.0888014203180575,0,6,0,0,"Low Risk, High Adaptation",1
75,0.15,0.52,0.33,0.116104238212889,0,6,0,0,"Low Risk, High Adaptation",1
76,0.1,0.57,0.33,0.132320314226766,0,7,0,0,"Low Risk, High Adaptation",1
77,0.13,0.54,0.33,0.0950280925073071,0,7,0,0,"Low Risk, High Adaptation",1
78,0.13,0.54,0.33,0.116104238212889,0,7,0,0,"Low Risk, High Adaptation",1
79,0.1,0.57,0.33,0.116104238212889,0.0060060951591688,8,0.0819276534392868,0,"Low Risk, High Adaptation",1
80,0.15,0.52,0.33,0.0950280925073071,0.000178024678198311,8,0,0,"Low Risk, High Adaptation",1
81,0.15,0.52,0.33,0.132320314226766,0,8,0,0,"Low Risk, High Adaptation",1
82,0.1,0.57,0.33,0.132320314226766,0,8,0,0,"Low Risk, High Adaptation",1
83,0.1,0.57,0.33,0.0950280925073071,0,8,0,0,"Low Risk, High Adaptation",1
84,0.08,0.59,0.33,0.0950280925073071,0,8,0,0,"Low Risk, High Adaptation",1
85,0.1,0.57,0.33,0.0829453526748549,0,8,0,0,"Low Risk, High Adaptation",1
86,0.1,0.57,0.33,0.0950280925073071,0,8,0,0,"Low Risk, High Adaptation",1
87,0.1,0.57,0.33,0.0950280925073071,0,8,0,0,"Low Risk, High Adaptation",1
88,0.1,0.57,0.33,0.0950280925073071,0,8,0,0,"Low Risk, High Adaptation",1
89,0.12,0.55,0.33,0.0950280925073071,0,8,0,0,"Low Risk, High Adaptation",1
90,0.11,0.56,0.33,0.108662382154891,0,8,0,0,"Low Risk, High Adaptation",1
91,0.06,0.61,0.33,0.101642670168416,0,8,0,0,"Low Risk, High Adaptation",1
92,0.06,0.61,0.33,0.0722762242856455,0,8,0,0,"Low Risk, High Adaptation",1
93,0.06,0.61,0.33,0.0722762242856455,0,8,0,0,"Low Risk, High Adaptation",1
94,0.06,0.61,0.33,0.0722762242856455,0,8,0,0,"Low Risk, High Adaptation",1
95,0.05,0.62,0.33,0.0722762242856455,0,8,0,0,"Low Risk, High Adaptation",1
96,0.07,0.6,0.33,0.0674292781885432,0,8,0,0,"Low Risk, High Adaptation",1
97,0.08,0.59,0.33,0.0774426456619389,0,8,0,0,"Low Risk, High Adaptation",1
98,0.06,0.61,0.33,0.0829453526748549,0,8,0,0,"Low Risk, High Adaptation",1
99,0.05,0.62,0.33,0.0722762242856455,0,8,0,0,"Low Risk, High Adaptation",1
100,0.08,0.59,0.33,0.0674292781885432,0,8,0,0,"Low Risk, High Adaptation",1
101,0.12,0.55,0.33,0.0829453526748549,0,8,0,0,"Low Risk, High Adaptation",1
102,0.13,0.54,0.33,0.108662382154891,0,8,0,0,"Low Risk, High Adaptation",1
103,0.11,0.56,0.33,0.116104238212889,0,8,0,0,"Low Risk, High Adaptation",1
104,0.1,0.57,0.33,0.101642670168416,0,8,0,0,"Low Risk, High Adaptation",1
105,0.09,0.58,0.33,0.0950280925073071,0.00100881318380049,9,0.0751992679472794,0,"Low Risk, High Adaptation",1
106,0.08,0.59,0.33,0.0888014203180575,7.76010141384989e-05,9,0,0,"Low Risk, High Adaptation",1
107,0.08,0.59,0.33,0.0829453526748549,0,9,0,0,"Low Risk, High Adaptation",1
108,0.09,0.58,0.33,0.0829453526748549,0,9,0,0,"Low Risk, High Adaptation",1
109,0.1,0.57,0.33,0.0888014203180575,0,9,0,0,"Low Risk, High Adaptation",1
110,0.1,0.57,0.33,0.0950280925073071,0,9,0,0,"Low Risk, High Adaptation",1
111,0.08,0.59,0.33,0.0950280925073071,0,9,0,0,"Low Risk, High Adaptation",1
112,0.06,0.61,0.33,0.0829453526748549,0,9,0,0,"Low Risk, High Adaptation",1
113,0.08,0.59,0.33,0.0722762242856455,0.000131095089620277,10,0.0712547672863655,0,"Low Risk, High Adaptation",1
114,0.08,0.59,0.33,0.0829453526748549,0,10,0,0,"Low Risk, High Adaptation",1
115,0.07,0.6,0.33,0.0829453526748549,0,10,0,0,"Low Risk, High Adaptation",1
116,0.08,0.59,0.33,0.0774426456619389,0,10,0,0,"Low Risk, High Adaptation",1
117,0.06,0.61,0.33,0.0829453526748549,0,10,0,0,"Low Risk, High Adaptation",1
118,0.07,0.6,0.33,0.0722762242856455,0,10,0,0,"Low Risk, High Adaptation",1
119,0.06,0.61,0.33,0.0774426456619389,0,10,0,0,"Low Risk, High Adaptation",1
120,0.1,0.57,0.33,0.0722762242856455,0,10,0,0,"Low Risk, High Adaptation",1
121,0.09,0.58,0.33,0.0950280925073071,0,10,0,0,"Low Risk, High Adaptation",1
122,0.07,0.6,0.33,0.0888014203180575,0.00784646678554204,11,0.10092431027243,0,"Low Risk, High Adaptation",1
123,0.11,0.56,0.33,0.0774426456619389,0,11,0,0,"Low Risk, High Adaptation",1
124,0.1,0.57,0.33,0.101642670168416,0,11,0,0,"Low Risk, High Adaptation",1
125,0.11,0.56,0.33,0.0950280925073071,0,11,0,0,"Low Risk, High Adaptation",1
126,0.08,0.59,0.33,0.101642670168416,0,11,0,0,"Low Risk, High Adaptation",1
127,0.08,0.59,0.33,0.0829453526748549,0,11,0,0,"Low Risk, High Adaptation",1
128,0.06,0.61,0.33,0.0829453526748549,0,11,0,0,"Low Risk, High Adaptation",1
129,0.03,0.64,0.33,0.0722762242856455,0.0168187343891203,12,0.148460525433896,0,"Low Risk, High Adaptation",1
130,0.06,0.61,0.33,0.0586283634012071,0.000252552998026759,12,0,0,"Low Risk, High Adaptation",1
131,0.09,0.58,0.33,0.0722762242856455,0,12,0,0,"Low Risk, High Adaptation",1
132,0.1,0.57,0.33,0.0888014203180575,0,12,0,0,"Low Risk, High Adaptation",1
133,0.06,0.61,0.33,0.0950280925073071,0,12,0,0,"Low Risk, High Adaptation",1
134,0.06,0.61,0.33,0.0722762242856455,0,12,0,0,"Low Risk, High Adaptation",1
135,0.06,0.61,0.33,0.0722762242856455,0,12,0,0,"Low Risk, High Adaptation",1
136,0.06,0.61,0.33,0.0722762242856455,0,12,0,0,"Low Risk, High Adaptation",1
137,0.1,0.57,0.33,0.0722762242856455,0,12,0,0,"Low Risk, High Adaptation",1
138,0.09,0.58,0.33,0.0950280925073071,0,12,0,0,"Low Risk, High Adaptation",1
139,0.06,0.61,0.33,0.0888014203180575,0,12,0,0,"Low Risk, High Adaptation",1
140,0.04,0.63,0.33,0.0722762242856455,0,12,0,0,"Low Risk, High Adaptation",1
141,0.04,0.63,0.33,0.06288534227018,0,12,0,0,"Low Risk, High Adaptation",1
142,0.06,0.61,0.33,0.06288534227018,0,12,0,0,"Low Risk, High Adaptation",1
143,0.07,0.6,0.33,0.0722762242856455,0.00544206794904613,13,0.130769758764348,0,"Low Risk, High Adaptation",1
144,0.1,0.57,0.33,0.0774426456619389,0,13,0,0,"Low Risk, High Adaptation",1
145,0.08,0.59,0.33,0.0950280925073071,0,13,0,0,"Low Risk, High Adaptation",1
146,0.12,0.55,0.33,0.0829453526748549,0,13,0,0,"Low Risk, High Adaptation",1
147,0.06,0.61,0.33,0.108662382154891,0,13,0,0,"Low Risk, High Adaptation",1
148,0.09,0.58,0.33,0.0722762242856455,0,13,0,0,"Low Risk, High Adaptation",1
149,0.1,0.57,0.33,0.0888014203180575,0,13,0,0,"Low Risk, High Adaptation",1
150,0.05,0.62,0.33,0.0950280925073071,0,13,0,0,"Low Risk, High Adaptation",1
151,0.04,0.63,0.33,0.0674292781885432,0,13,0,0,"Low Risk, High Adaptation",1
152,0.05,0.62,0.33,0.06288534227018,0,13,0,0,"Low Risk, High Adaptation",1
153,0.07,0.6,0.33,0.0674292781885432,0,13,0,0,"Low Risk, High Adaptation",1
154,0.05,0.62,0.33,0.0774426456619389,0,13,0,0,"Low Risk, High Adaptation",1
155,0.05,0.62,0.33,0.0674292781885432,0,13,0,0,"Low Risk, High Adaptation",1
156,0.07,0.6,0.33,0.0674292781885432,0,13,0,0,"Low Risk, High Adaptation",1
157,0.08,0.59,0.33,0.0774426456619389,0,13,0,0,"Low Risk, High Adaptation",1
158,0.07,0.6,0.33,0.0829453526748549,0,13,0,0,"Low Risk, High Adaptation",1
159,0.04,0.63,0.33,0.0774426456619389,0,13,0,0,"Low Risk, High Adaptation",1
160,0.05,0.62,0.33,0.06288534227018,0,13,0,0,"Low Risk, High Adaptation",1
161,0.07,0.6,0.33,0.0674292781885432,0,13,0,0,"Low Risk, High Adaptation",1
162,0.08,0.59,0.33,0.0774426456619389,0,13,0,0,"Low Risk, High Adaptation",1
163,0.06,0.61,0.33,0.0829453526748549,0,13,0,0,"Low Risk, High Adaptation",1
164,0.05,0.62,0.33,0.0722762242856455,0,13,0,0,"Low Risk, High Adaptation",1
165,0.1,0.57,0.33,0.0674292781885432,0,13,0,0,"Low Risk, High Adaptation",1
166,0.11,0.56,0.33,0.0950280925073071,0,13,0,0,"Low Risk, High Adaptation",1
167,0.13,0.54,0.33,0.101642670168416,0.0708102535779792,14,0.193049059548128,0,"Low Risk, High Adaptation",1
168,0.13,0.54,0.33,0.116104238212889,0.0202348640779392,14,0,0,"Low Risk, High Adaptation",1
169,0.13,0.54,0.33,0.116104238212889,0.010227541757323,14,0,0,"Low Risk, High Adaptation",1
170,0.11,0.56,0.33,0.116104238212889,0.00446488326334903,14,0,0,"Low Risk, High Adaptation",1
171,0.1,0.57,0.33,0.101642670168416,0.00262833013576503,14,0,0,"Low Risk, High Adaptation",1
172,0.09,0.58,0.33,0.0950280925073071,0.00499178964838297,15,0.0528502117233827,0,"Low Risk, High Adaptation",1
173,0.08,0.59,0.33,0.0888014203180575,0.0148436144930973,16,0.110005558815066,0,"Low Risk, High Adaptation",1
174,0.1,0.57,0.33,0.0829453526748549,0.0039047219576638,16,0,0,"Low Risk, High Adaptation",1
175,0.1,0.57,0.33,0.0950280925073071,0.00113290791173996,16,0,0,"Low Risk, High Adaptation",1
176,0.11,0.56,0.33,0.0950280925073071,0,16,0,0,"Low Risk, High Adaptation",1
177,0.06,0.61,0.33,0.101642670168416,0,16,0,0,"Low Risk, High Adaptation",1
178,0.1,0.57,0.33,0.0722762242856455,0,16,0,0,"Low Risk, High Adaptation",1
179,0.12,0.55,0.33,0.0950280925073071,0,16,0,0,"Low Risk, High Adaptation",1
180,0.1,0.57,0.33,0.108662382154891,0,16,0,0,"Low Risk, High Adaptation",1
181,0.08,0.59,0.33,0.0950280925073071,0,17,0,0,"Low Risk, High Adaptation",1
182,0.08,0.59,0.33,0.0829453526748549,0,17,0,0,"Low Risk, High Adaptation",1
183,0.08,0.59,0.33,0.0829453526748549,0.00570705199643127,18,0.101237248376089,0,"Low Risk, High Adaptation",1
184,0.07,0.6,0.33,0.0829453526748549,0.00151100370710581,18,0,0,"Low Risk, High Adaptation",1
185,0.07,0.6,0.33,0.0774426456619389,0.0717976401958394,19,0.197749323055898,0,"Low Risk, High Adaptation",1
186,0.08,0.59,0.33,0.0774426456619389,0.0104959975048249,19,0,0,"Low Risk, High Adaptation",1
187,0.07,0.6,0.33,0.0829453526748549,0.0103009822007064,20,0.0727027183946544,0,"Low Risk, High Adaptation",1
188,0.09,0.58,0.33,0.0774426456619389,0.00450282522129316,21,0,0,"Low Risk, High Adaptation",1
189,0.05,0.62,0.33,0.0888014203180575,0.00345804910189018,21,0,0,"Low Risk, High Adaptation",1
190,0.1,0.57,0.33,0.0674292781885432,0.00241327298248719,21,0,0,"Low Risk, High Adaptation",1
191,0.09,0.58,0.33,0.0950280925073071,0.0013684968630842,21,0,0,"Low Risk, High Adaptation",1
192,0.08,0.59,0.33,0.0888014203180575,0.000323720743681219,21,0,0,"Low Risk, High Adaptation",1
193,0.02,0.65,0.33,0.0829453526748549,0,21,0,0,"Low Risk, High Adaptation",1
194,0.03,0.64,0.33,0.054642754457994,0,21,0,0,"Low Risk, High Adaptation",1
195,0.04,0.63,0.33,0.0586283634012071,0,21,0,0,"Low Risk, High Adaptation",1
196,0.03,0.64,0.33,0.06288534227018,0.000253492849368586,22,0.0728306701512826,0,"Low Risk, High Adaptation",1
197,0.04,0.63,0.33,0.0586283634012071,0,22,0,0,"Low Risk, High Adaptation",1
198,0.06,0.61,0.33,0.06288534227018,0,22,0,0,"Low Risk, High Adaptation",1
199,0.04,0.63,0.33,0.0722762242856455,0,22,0,0,"Low Risk, High Adaptation",1
200,0.04,0.63,0.33,0.06288534227018,0,22,0,0,"Low Risk, High Adaptation",1
